ball_confidence,frame,homography_quality,homography_valid,pitch_confidence,pitch_keypoints_valid,player_confidence,player_count,team_accuracy
0.0,0,0.9228917,True,0.24699994921684265,7,0.9030693173408508,20,0.0
0.34260040521621704,2,0.92234856,True,0.24621905386447906,7,0.8998557329177856,20,0.0
0.8420538306236267,4,0.9218505,True,0.2444411814212799,7,0.898443877696991,20,0.0
0.8367615342140198,6,0.9221502,True,0.24250203371047974,7,0.8975813984870911,20,0.0
0.8401085138320923,8,0.9216823,True,0.2428809404373169,7,0.8942796587944031,19,0.0
0.863702654838562,10,0.92091316,True,0.2422798126935959,7,0.8952067494392395,19,0.0
0.40433886647224426,12,0.9190404,True,0.2431280016899109,7,0.9104419350624084,18,0.0
0.685096263885498,14,0.9179833,True,0.243468776345253,7,0.8884570002555847,20,0.0
0.8398263454437256,16,0.91798955,True,0.2437746524810791,7,0.8997710943222046,20,0.0
0.5406913161277771,18,0.91821384,True,0.2425459623336792,7,0.9041727185249329,20,0.0
0.861003577709198,20,0.91835517,True,0.24237076938152313,7,0.9052428007125854,20,0.0
0.8560198545455933,22,0.9184147,True,0.24239693582057953,7,0.9054279327392578,20,0.0
0.5954664945602417,24,0.9185501,True,0.242415651679039,7,0.9087656736373901,20,0.0
0.8532933592796326,26,0.9178837,True,0.24335864186286926,7,0.9079951047897339,20,0.0
0.852893590927124,28,0.918137,True,0.24371857941150665,7,0.9122751951217651,20,0.0
0.8127391934394836,30,0.91833895,True,0.24352099001407623,7,0.9114578366279602,20,0.0
0.8594979047775269,32,0.9175805,True,0.2449956238269806,7,0.9129489660263062,20,0.0
0.8557003736495972,34,0.9188144,True,0.24503552913665771,7,0.9128381013870239,20,0.0
0.7886814475059509,36,0.918067,True,0.2461196482181549,7,0.9147607088088989,20,0.0
0.853771448135376,38,0.9176149,True,0.24769651889801025,7,0.9134668111801147,20,0.0
0.7777591347694397,40,0.9179472,True,0.24856293201446533,7,0.9160890579223633,20,0.0
0.8177759647369385,42,0.9181443,True,0.250405877828598,8,0.9133925437927246,20,0.0
0.6173862218856812,44,0.9190513,True,0.25130051374435425,8,0.9140545129776001,20,0.0
0.863380491733551,46,0.92127323,True,0.25313377380371094,8,0.9159759283065796,20,0.0
0.868394672870636,48,0.9215167,True,0.2558060884475708,8,0.915264904499054,20,0.0
0.8571988940238953,50,0.9222577,True,0.25821954011917114,8,0.8840265870094299,21,0.0
0.7518542408943176,52,0.92259306,True,0.26173120737075806,8,0.9156610369682312,19,0.0
0.8206303715705872,54,0.9230725,True,0.2651693522930145,8,0.9170238971710205,19,0.0
0.85816890001297,56,0.92422885,True,0.26274847984313965,8,0.9119178056716919,20,0.0
0.61900794506073,58,0.9240187,True,0.26521527767181396,8,0.9093362092971802,20,0.0
0.7692448496818542,60,0.93237895,True,0.27326226234436035,8,0.9074895977973938,20,0.0
0.8424015641212463,62,0.9420212,True,0.2887212336063385,9,0.9094386100769043,20,0.0
0.8559228777885437,64,0.9430589,True,0.289581835269928,9,0.9094054102897644,20,0.0
0.869221031665802,66,0.94101924,True,0.2937931418418884,9,0.9074273109436035,20,0.0
