ball_confidence,frame,homography_quality,homography_valid,pitch_confidence,pitch_keypoints_valid,player_confidence,player_count,team_accuracy
0.6005274057388306,0,0.82455295,True,0.3761877417564392,10,0.8655422329902649,22,0.0
0.0,1,0.8239936,True,0.3740042448043823,10,0.8813298940658569,22,0.0
0.3354593813419342,2,0.8239029,True,0.37237775325775146,10,0.8822174668312073,22,0.0
0.8170318007469177,3,0.8234376,True,0.3730549216270447,10,0.8721466660499573,22,0.0
0.8327298164367676,4,0.8232786,True,0.3731742799282074,10,0.86057448387146,23,0.0
0.837723970413208,5,0.822833,True,0.37207087874412537,10,0.8416597247123718,24,0.0
0.7944422960281372,6,0.8226817,True,0.3712252378463745,10,0.8791984915733337,23,0.0
0.8440829515457153,7,0.8224134,True,0.3714216947555542,10,0.8740480542182922,23,0.0
0.8112619519233704,8,0.8226118,True,0.3710281550884247,10,0.899212121963501,22,0.0
0.6076534986495972,9,0.8222466,True,0.3720255196094513,10,0.8913028240203857,22,0.0
0.0,10,0.82183284,True,0.37187308073043823,10,0.8915847539901733,22,0.0
0.0,11,0.8216983,True,0.37254413962364197,10,0.8629027605056763,23,0.0
0.5340304374694824,12,0.8219148,True,0.3733745217323303,10,0.8907720446586609,22,0.0
0.8178837895393372,13,0.82153887,True,0.3733917474746704,10,0.8923057913780212,22,0.0
0.8339365720748901,14,0.82208896,True,0.3726387619972229,10,0.8917238116264343,22,0.0
0.3649117648601532,15,0.8218482,True,0.37170663475990295,10,0.8988706469535828,22,0.0
0.7880476713180542,16,0.82133275,True,0.3714706599712372,10,0.9013500213623047,22,0.0
0.34474366903305054,17,0.8209446,True,0.3702430725097656,10,0.8712471127510071,23,0.0
0.7900347709655762,18,0.8208068,True,0.36951011419296265,10,0.8959461450576782,22,0.0
0.0,19,0.82371753,True,0.3794276714324951,11,0.8673225045204163,23,0.0
0.2582516372203827,20,0.82000214,True,0.37028977274894714,10,0.8917346596717834,22,0.0
0.6326429843902588,21,0.8239962,True,0.3819119930267334,11,0.8858068585395813,22,0.0
0.5054870843887329,22,0.82430017,True,0.3826218247413635,11,0.8893827795982361,22,0.0
0.7271904349327087,23,0.82434934,True,0.38347703218460083,11,0.8885645270347595,22,0.0
0.8079017996788025,24,0.82554793,True,0.3832021951675415,11,0.863966166973114,23,0.0
0.8530702590942383,25,0.8144909,True,0.36553955078125,11,0.886989414691925,22,0.0
0.489629328250885,26,0.82794017,True,0.37912437319755554,11,0.8868817687034607,22,0.0
0.842424213886261,27,0.8280028,True,0.3780190944671631,11,0.8825852870941162,23,0.0
0.7770732641220093,28,0.8282075,True,0.376578152179718,11,0.8929357528686523,22,0.0
0.843083918094635,29,0.8275277,True,0.36565783619880676,11,0.8588842153549194,23,0.0
0.7763357758522034,30,0.8273827,True,0.3639748990535736,11,0.8641000986099243,23,0.0
0.7261219024658203,31,0.82068294,True,0.3571871519088745,11,0.8623256683349609,23,0.0
0.7463148832321167,32,0.829547,True,0.36386847496032715,11,0.9009931087493896,22,0.0
0.68243408203125,33,0.82925415,True,0.36270278692245483,11,0.9053316116333008,22,0.0
0.605623722076416,34,0.829516,True,0.3616233468055725,11,0.8800341486930847,23,0.0
